,Plastics/Resin,Total Manufacturing,Man. Employees,Concrete Man.,Durable Goods,Semiconductors,NonDefense,Chem Man.,Glass Man.,Man. New Orders,Paint Man.,Oil/Gas Man.,Ind. Prod.,Pharm. Man,Weekly hours.,Food Man.,Gypsum,Fiber Box,Switchgear,Valve,Turbine,Computers/electronics,Vehicles,Hardware,New Orders Consumer Goods,Industrial Gas Man.,year,month,day,dayofweek,GDP
0,114.1,100.0,18023,0.0,0.0,100.0,0.0,100.0,0.0,0.0,104.4,120.4,50.7656,134.2,40.5,100.0,0.0,123.8,0.0,0.0,106.2,0.0,105.5,0.0,0.0,0.0,1984,12,1,5,4037.613
1,114.1,0.0,18009,0.0,0.0,100.5,0.0,100.2,0.0,0.0,105.5,120.5,50.628,135.8,40.3,100.1,0.0,123.8,0.0,0.0,105.7,0.0,106.7,0.0,0.0,0.0,1985,1,1,1,4338.979
2,114.3,0.0,17966,0.0,0.0,100.8,0.0,100.0,0.0,0.0,104.3,120.5,50.4069,137.0,40.1,100.0,0.0,126.2,0.0,0.0,105.7,0.0,106.8,0.0,0.0,0.0,1985,2,1,4,4338.979
3,114.5,0.0,17939,0.0,0.0,100.9,0.0,100.3,0.0,0.0,104.4,120.5,50.79,138.4,40.4,99.8,0.0,126.6,0.0,0.0,105.8,0.0,106.5,0.0,0.0,0.0,1985,3,1,4,4338.979
4,114.1,0.0,17886,0.0,0.0,100.6,0.0,100.6,0.0,0.0,104.8,120.5,50.6097,139.3,40.5,99.3,0.0,124.3,0.0,0.0,106.5,0.0,106.5,0.0,0.0,0.0,1985,4,1,0,4338.979
5,113.5,0.0,17855,0.0,0.0,100.1,0.0,100.8,0.0,0.0,104.9,120.5,50.7245,140.6,40.4,98.9,0.0,121.4,0.0,0.0,107.5,0.0,107.0,0.0,0.0,0.0,1985,5,1,2,4338.979
6,114.6,0.0,17819,0.0,0.0,100.1,0.0,100.8,0.0,0.0,104.7,120.4,50.7372,140.4,40.5,99.0,0.0,122.2,100.0,0.0,107.9,0.0,107.3,100.0,0.0,0.0,1985,6,1,5,4338.979
7,114.3,0.0,17776,0.0,0.0,100.4,0.0,101.1,0.0,0.0,104.9,120.0,50.5184,143.2,40.4,98.8,0.0,120.1,100.7,0.0,107.9,0.0,107.3,100.0,0.0,0.0,1985,7,1,0,4338.979
8,113.9,0.0,17756,0.0,0.0,100.5,0.0,101.0,0.0,0.0,105.0,120.2,50.7752,142.2,40.6,98.0,0.0,121.5,100.9,0.0,109.7,0.0,107.2,100.2,0.0,0.0,1985,8,1,3,4338.979
9,113.4,0.0,17718,0.0,0.0,100.5,0.0,101.5,0.0,0.0,104.9,121.1,50.8264,143.5,40.6,97.3,0.0,116.8,100.8,0.0,109.0,0.0,100.2,100.2,0.0,0.0,1985,9,1,6,4338.979
10,112.0,0.0,17708,0.0,0.0,100.5,0.0,101.1,0.0,0.0,105.1,121.0,50.7344,144.3,40.7,98.1,0.0,116.1,101.2,0.0,109.0,0.0,110.4,100.3,0.0,0.0,1985,10,1,1,4338.979
11,112.1,0.0,17697,0.0,0.0,100.6,0.0,101.0,0.0,0.0,104.9,121.0,51.0852,145.8,40.7,99.0,0.0,115.0,100.7,0.0,109.0,0.0,110.4,100.3,0.0,0.0,1985,11,1,4,4338.979
12,111.9,0.0,17693,0.0,0.0,100.8,0.0,100.6,0.0,0.0,105.3,121.0,51.2667,144.7,40.9,99.7,0.0,114.9,100.7,0.0,106.9,0.0,110.2,100.4,0.0,0.0,1985,12,1,6,4338.979
13,112.2,101.3,17686,0.0,0.0,101.4,0.0,101.2,0.0,0.0,105.3,120.9,51.8829,147.6,40.7,99.8,0.0,116.8,100.8,0.0,106.3,0.0,109.0,101.2,0.0,0.0,1986,1,1,2,4579.631
14,112.6,99.9,17663,0.0,0.0,101.6,0.0,101.6,0.0,0.0,105.4,119.9,51.6139,148.8,40.7,99.2,0.0,115.3,100.9,0.0,106.7,0.0,109.3,101.2,0.0,0.0,1986,2,1,5,4579.631
15,112.5,98.3,17624,0.0,0.0,101.8,0.0,101.3,0.0,0.0,105.9,119.8,51.4254,150.2,40.7,99.0,0.0,115.3,100.9,0.0,106.9,0.0,108.7,98.1,0.0,0.0,1986,3,1,5,4579.631
16,110.7,97.9,17616,0.0,0.0,102.0,0.0,101.2,0.0,0.0,106.1,119.9,51.5592,151.4,40.5,98.6,0.0,114.8,102.1,0.0,107.2,0.0,110.3,98.3,0.0,0.0,1986,4,1,1,4579.631
17,110.4,98.2,17593,0.0,0.0,102.1,0.0,100.7,0.0,0.0,106.3,118.8,51.6179,152.3,40.7,99.3,0.0,115.0,102.1,0.0,108.4,0.0,110.0,98.4,0.0,0.0,1986,5,1,3,4579.631
18,110.3,98.2,17530,0.0,0.0,102.3,0.0,100.5,0.0,0.0,106.1,118.2,51.4214,151.9,40.7,99.6,0.0,114.6,101.3,0.0,108.4,0.0,110.2,98.4,0.0,0.0,1986,6,1,6,4579.631
19,110.8,97.5,17497,0.0,0.0,102.8,0.0,100.5,0.0,0.0,106.6,117.3,51.7014,152.9,40.6,101.0,0.0,114.7,101.4,0.0,108.7,0.0,110.3,98.5,0.0,0.0,1986,7,1,1,4579.631
20,110.2,97.4,17489,0.0,0.0,102.7,0.0,100.2,0.0,0.0,106.6,117.2,51.8462,153.1,40.7,101.7,0.0,116.3,101.5,0.0,107.9,0.0,109.7,98.5,0.0,0.0,1986,8,1,4,4579.631
21,108.7,97.6,17498,0.0,0.0,103.1,0.0,99.7,0.0,0.0,106.6,116.2,51.988,154.2,40.7,101.5,0.0,117.3,101.4,0.0,107.8,0.0,105.6,98.3,0.0,0.0,1986,9,1,0,4579.631
22,109.6,98.2,17477,0.0,0.0,103.2,0.0,99.8,0.0,0.0,106.5,117.8,52.1872,154.8,40.6,101.3,0.0,118.2,101.7,0.0,108.4,0.0,116.9,98.3,0.0,0.0,1986,10,1,2,4579.631
23,110.2,98.3,17472,0.0,0.0,103.1,0.0,100.1,0.0,0.0,106.5,118.3,52.3749,156.0,40.7,101.5,0.0,117.2,101.5,0.0,108.7,0.0,116.7,97.4,0.0,0.0,1986,11,1,5,4579.631
24,108.8,98.3,17478,0.0,0.0,103.2,0.0,99.8,0.0,0.0,106.3,118.7,52.9033,156.7,40.8,101.4,0.0,118.3,101.5,0.0,109.0,0.0,115.4,97.5,0.0,0.0,1986,12,1,0,4579.631
25,109.1,99.1,17465,0.0,0.0,103.0,0.0,100.4,0.0,0.0,106.3,118.9,52.7079,158.6,40.8,100.9,0.0,119.2,102.0,0.0,110.4,0.0,115.3,96.5,0.0,0.0,1987,1,1,3,4855.215
26,108.5,99.5,17499,0.0,0.0,103.0,0.0,100.8,0.0,0.0,106.3,119.4,53.498,159.6,41.2,101.1,0.0,121.4,102.2,0.0,111.1,0.0,112.6,96.7,0.0,0.0,1987,2,1,6,4855.215
27,109.7,99.5,17507,0.0,0.0,102.7,0.0,101.5,0.0,0.0,106.5,119.1,53.5104,161.6,41.0,101.0,0.0,124.4,103.7,0.0,111.5,0.0,111.9,96.8,0.0,0.0,1987,3,1,6,4855.215
28,114.1,100.2,17525,0.0,0.0,102.5,0.0,102.2,0.0,0.0,106.8,117.9,53.835,162.6,40.8,102.0,0.0,124.4,103.8,0.0,111.5,0.0,113.7,96.8,0.0,0.0,1987,4,1,2,4855.215
29,114.7,100.6,17542,0.0,0.0,102.2,0.0,103.0,0.0,0.0,106.9,119.0,54.2143,164.1,41.0,103.3,0.0,124.4,104.1,0.0,111.5,0.0,112.9,97.0,0.0,0.0,1987,5,1,4,4855.215
30,117.3,100.9,17537,0.0,0.0,102.2,0.0,103.4,0.0,0.0,107.1,118.4,54.425,163.4,40.9,103.4,0.0,124.5,104.2,0.0,110.3,0.0,112.5,97.2,0.0,0.0,1987,6,1,0,4855.215
31,120.9,101.3,17593,0.0,0.0,102.6,0.0,104.2,0.0,0.0,107.3,118.0,54.8501,164.1,41.0,103.5,0.0,125.3,104.2,0.0,110.6,0.0,112.4,96.9,0.0,0.0,1987,7,1,2,4855.215
32,120.9,101.6,17630,0.0,0.0,102.6,0.0,104.5,0.0,0.0,107.8,119.3,55.1422,164.5,40.9,103.4,0.0,125.3,104.1,0.0,111.6,0.0,111.4,96.9,0.0,0.0,1987,8,1,5,4855.215
33,121.9,101.3,17691,0.0,0.0,102.5,0.0,105.1,0.0,0.0,107.8,118.3,55.5373,166.2,40.8,103.2,0.0,126.9,103.6,0.0,112.2,0.0,108.4,97.0,0.0,0.0,1987,9,1,1,4855.215
34,124.2,102.0,17729,0.0,0.0,102.7,0.0,105.6,0.0,0.0,107.9,120.6,56.4022,165.3,41.1,103.1,0.0,129.9,104.2,0.0,112.2,0.0,116.5,97.3,0.0,0.0,1987,10,1,3,4855.215
35,124.9,102.2,17775,0.0,0.0,102.6,0.0,106.3,0.0,0.0,107.7,122.0,56.6955,168.6,41.0,103.1,0.0,131.5,103.7,0.0,112.7,0.0,115.2,97.7,0.0,0.0,1987,11,1,6,4855.215
36,125.1,102.1,17809,0.0,0.0,103.0,0.0,106.6,0.0,0.0,108.4,123.8,57.1049,168.4,41.0,103.4,0.0,131.4,103.7,0.0,112.7,0.0,112.8,98.1,0.0,0.0,1987,12,1,1,4855.215
37,130.9,102.4,17790,0.0,0.0,103.2,0.0,108.1,0.0,0.0,109.0,124.4,56.9621,169.8,41.1,103.9,0.0,131.8,103.7,0.0,113.9,0.0,113.0,98.5,0.0,0.0,1988,1,1,4,5236.438
38,133.5,102.6,17823,0.0,0.0,103.8,0.0,109.3,0.0,0.0,109.4,124.7,57.1656,170.4,41.1,104.0,0.0,131.8,104.5,0.0,113.6,0.0,113.0,99.0,0.0,0.0,1988,2,1,0,5236.438
39,134.4,102.8,17844,0.0,0.0,103.7,0.0,109.5,0.0,0.0,110.1,125.1,57.3371,172.7,40.9,104.7,0.0,132.6,105.7,0.0,113.6,0.0,112.5,99.1,0.0,0.0,1988,3,1,1,5236.438
40,137.1,103.4,17874,0.0,0.0,103.2,0.0,110.4,0.0,0.0,110.5,124.7,57.8668,173.6,41.0,105.0,0.0,132.6,106.3,0.0,113.6,0.0,112.6,99.5,0.0,0.0,1988,4,1,4,5236.438
41,141.8,103.9,17892,0.0,0.0,103.8,0.0,111.6,0.0,0.0,110.8,123.9,57.7443,174.8,41.0,105.5,0.0,137.3,106.7,0.0,113.6,0.0,113.0,99.7,0.0,0.0,1988,5,1,6,5236.438
42,142.8,104.3,17916,0.0,0.0,104.0,0.0,112.4,0.0,0.0,111.4,123.9,57.8754,174.8,41.1,107.3,0.0,138.4,106.9,0.0,113.7,0.0,113.1,99.9,0.0,0.0,1988,6,1,2,5236.438
43,147.1,104.9,17926,0.0,0.0,104.1,0.0,114.0,0.0,0.0,112.4,124.3,57.855,176.1,41.1,108.5,0.0,138.4,106.7,0.0,113.8,0.0,113.2,100.6,0.0,0.0,1988,7,1,4,5236.438
44,150.7,105.1,17891,0.0,0.0,104.4,0.0,114.8,0.0,0.0,112.7,124.4,57.9536,176.6,40.9,108.4,0.0,138.4,106.8,0.0,116.4,0.0,113.3,100.9,0.0,0.0,1988,8,1,0,5236.438
45,152.1,105.1,17914,0.0,0.0,104.6,0.0,115.4,0.0,0.0,112.9,125.0,58.1355,178.1,41.0,109.5,0.0,138.4,107.4,0.0,116.4,0.0,110.2,101.3,0.0,0.0,1988,9,1,3,5236.438
46,152.1,105.6,17966,0.0,0.0,104.3,0.0,116.0,0.0,0.0,113.3,125.7,58.3721,178.6,41.1,109.6,0.0,138.4,108.7,0.0,116.5,0.0,119.5,103.1,0.0,0.0,1988,10,1,5,5236.438
47,152.7,106.1,18003,0.0,0.0,104.6,0.0,117.2,0.0,0.0,114.2,125.3,58.6076,181.0,41.1,109.6,0.0,139.5,108.3,0.0,116.7,0.0,118.1,103.4,0.0,0.0,1988,11,1,1,5236.438
48,153.0,106.4,18025,0.0,0.0,104.7,0.0,117.8,0.0,0.0,114.4,124.6,58.8712,181.3,40.9,109.5,0.0,141.4,108.2,0.0,118.0,0.0,117.9,103.6,0.0,0.0,1988,12,1,3,5236.438
49,153.4,107.5,18057,0.0,0.0,104.7,0.0,119.6,0.0,0.0,116.0,126.5,59.3831,184.7,41.1,110.8,0.0,141.4,110.1,0.0,118.9,0.0,117.8,104.3,0.0,0.0,1989,1,1,6,5641.58
50,154.7,107.9,18055,0.0,0.0,104.9,0.0,119.9,0.0,0.0,117.0,126.5,58.7775,184.9,41.2,110.9,0.0,140.4,111.0,0.0,119.0,0.0,118.1,104.6,0.0,0.0,1989,2,1,2,5641.58
51,154.3,108.5,18060,0.0,0.0,105.0,0.0,120.6,0.0,0.0,117.5,126.8,58.7114,187.1,41.1,111.9,0.0,140.4,111.9,0.0,119.1,0.0,116.4,105.3,0.0,0.0,1989,3,1,2,5641.58
52,154.5,109.4,18055,0.0,0.0,105.0,0.0,121.0,0.0,0.0,118.3,125.0,58.8113,188.2,41.1,111.6,0.0,140.4,112.9,0.0,119.4,0.0,115.4,105.3,0.0,0.0,1989,4,1,5,5641.58
53,153.4,110.1,18040,0.0,0.0,105.1,0.0,120.9,0.0,0.0,118.3,125.9,58.3342,188.1,41.0,112.2,0.0,142.0,113.3,0.0,119.8,0.0,116.6,105.8,0.0,0.0,1989,5,1,0,5641.58
54,151.8,110.1,18013,0.0,0.0,105.2,0.0,120.6,0.0,0.0,119.5,126.6,58.4416,189.9,40.9,112.1,0.0,142.0,114.3,0.0,121.8,0.0,116.9,105.9,0.0,0.0,1989,6,1,3,5641.58
55,148.9,109.9,17980,0.0,0.0,105.2,0.0,119.4,0.0,0.0,120.4,126.7,57.729,190.9,40.9,112.5,0.0,142.0,114.1,0.0,122.7,0.0,114.7,106.5,0.0,0.0,1989,7,1,5,5641.58
56,141.9,109.6,17964,0.0,0.0,105.3,0.0,119.0,0.0,0.0,120.8,127.1,58.3168,192.8,40.9,112.3,0.0,142.0,114.3,0.0,123.2,0.0,114.6,106.7,0.0,0.0,1989,8,1,1,5641.58
57,140.5,109.9,17922,0.0,0.0,105.2,0.0,118.7,0.0,0.0,121.1,127.4,58.1873,192.5,40.8,112.4,0.0,142.0,114.3,0.0,127.3,0.0,113.3,107.0,0.0,0.0,1989,9,1,4,5641.58
58,138.9,110.8,17895,0.0,0.0,105.5,0.0,118.7,0.0,0.0,121.3,127.9,58.0429,193.2,40.8,112.3,0.0,142.0,114.6,0.0,127.6,0.0,122.5,108.6,0.0,0.0,1989,10,1,6,5641.58
59,137.8,110.8,17886,0.0,0.0,105.3,0.0,118.7,0.0,0.0,121.7,127.6,58.1648,194.5,40.7,113.2,0.0,142.0,115.5,0.0,127.6,0.0,121.2,109.2,0.0,0.0,1989,11,1,2,5641.58
60,137.4,111.0,17881,0.0,0.0,104.9,0.0,118.6,0.0,0.0,122.3,127.6,58.1965,195.1,40.5,113.7,0.0,142.0,115.5,0.0,127.6,0.0,120.8,109.2,0.0,0.0,1989,12,1,4,5641.58
61,137.7,112.7,17797,0.0,0.0,105.1,0.0,119.0,0.0,0.0,122.5,128.1,58.1316,197.2,40.5,114.4,0.0,142.0,116.5,0.0,130.6,0.0,118.4,109.4,0.0,0.0,1990,1,1,0,5963.144
62,137.3,112.2,17893,0.0,0.0,104.8,0.0,119.5,0.0,0.0,123.4,127.9,58.9459,199.3,40.6,114.6,0.0,142.0,117.2,0.0,130.9,0.0,118.5,109.8,0.0,0.0,1990,2,1,3,5963.144
63,138.1,112.3,17868,0.0,0.0,104.9,0.0,119.8,0.0,0.0,123.6,128.0,59.2653,200.8,40.6,115.2,0.0,142.0,118.2,0.0,134.1,0.0,118.0,109.8,0.0,0.0,1990,3,1,3,5963.144
64,137.6,112.6,17845,0.0,0.0,104.8,0.0,120.0,0.0,0.0,124.1,128.1,59.0462,202.2,40.4,115.4,0.0,142.1,118.0,0.0,134.2,0.0,117.8,110.3,0.0,0.0,1990,4,1,6,5963.144
65,137.5,113.1,17797,0.0,0.0,104.8,0.0,120.1,0.0,0.0,124.5,129.0,59.2181,203.2,40.6,116.9,0.0,140.5,118.2,0.0,134.2,0.0,117.3,110.2,0.0,0.0,1990,5,1,1,5963.144
66,138.0,113.1,17776,0.0,0.0,104.9,0.0,120.1,0.0,0.0,124.7,129.3,59.4096,202.8,40.7,116.9,0.0,138.0,118.3,0.0,134.2,0.0,119.0,110.5,0.0,0.0,1990,6,1,4,5963.144
67,137.1,113.2,17704,0.0,0.0,105.4,0.0,120.3,0.0,0.0,125.1,129.4,59.2716,203.8,40.6,117.3,0.0,138.0,119.0,0.0,134.4,0.0,119.2,110.6,0.0,0.0,1990,7,1,6,5963.144
68,137.5,114.6,17649,0.0,0.0,104.8,0.0,120.6,0.0,0.0,125.4,130.5,59.5008,204.8,40.5,117.2,0.0,137.5,119.2,0.0,134.4,0.0,118.2,110.8,0.0,0.0,1990,8,1,2,5963.144
69,137.7,116.2,17609,0.0,0.0,104.8,0.0,121.5,0.0,0.0,125.5,132.9,59.4235,204.8,40.5,116.9,0.0,137.5,119.2,0.0,134.4,0.0,117.2,111.2,0.0,0.0,1990,9,1,5,5963.144
70,140.5,118.1,17577,0.0,0.0,104.8,0.0,122.6,0.0,0.0,126.0,132.8,59.0289,206.5,40.4,116.9,0.0,137.5,119.3,0.0,134.4,0.0,125.0,111.4,0.0,0.0,1990,10,1,0,5963.144
71,145.3,118.2,17428,0.0,0.0,104.7,0.0,124.1,0.0,0.0,127.0,134.2,58.3223,208.2,40.2,116.4,0.0,140.3,119.6,0.0,138.0,0.0,124.8,111.6,0.0,0.0,1990,11,1,3,5963.144
72,149.6,117.2,17395,0.0,0.0,104.9,0.0,124.6,0.0,0.0,127.5,130.7,57.8404,208.7,40.3,116.3,0.0,140.3,119.6,0.0,138.0,0.0,124.8,112.0,0.0,0.0,1990,12,1,5,5963.144
73,150.0,116.9,17330,0.0,0.0,105.4,0.0,125.3,0.0,0.0,128.8,131.8,57.4718,209.9,40.2,116.7,0.0,140.2,120.9,0.0,138.6,0.0,125.1,112.9,0.0,0.0,1991,1,1,1,6158.129
74,149.5,116.2,17211,0.0,0.0,105.5,0.0,125.7,0.0,0.0,129.4,132.5,57.051,211.8,40.1,116.9,0.0,139.8,121.3,0.0,138.6,0.0,125.9,113.1,0.0,0.0,1991,2,1,4,6158.129
75,144.7,115.3,17140,0.0,0.0,105.3,0.0,124.8,0.0,0.0,130.1,133.2,56.6604,212.5,40.0,117.2,0.0,139.8,122.0,0.0,138.6,0.0,125.5,113.3,0.0,0.0,1991,3,1,4,6158.129
76,141.1,115.4,17093,0.0,0.0,105.3,0.0,124.8,0.0,0.0,130.5,136.4,56.9087,215.8,40.1,117.1,0.0,137.7,121.7,0.0,138.6,0.0,124.4,113.1,0.0,0.0,1991,4,1,0,6158.129
77,138.5,115.6,17070,0.0,0.0,104.9,0.0,124.2,0.0,0.0,130.5,137.5,57.3182,216.4,40.2,116.8,0.0,136.4,121.7,0.0,138.6,0.0,123.2,113.1,0.0,0.0,1991,5,1,2,6158.129
78,135.9,115.6,17044,0.0,0.0,105.1,0.0,124.0,0.0,0.0,130.5,137.6,57.8765,217.1,40.5,116.6,0.0,136.0,121.8,100.0,138.6,0.0,122.9,113.2,0.0,0.0,1991,6,1,5,6158.129
79,132.8,115.4,17015,0.0,0.0,104.9,0.0,123.6,0.0,0.0,130.5,138.2,58.199,219.5,40.5,116.3,0.0,136.1,121.9,100.1,139.5,0.0,122.8,113.2,0.0,0.0,1991,7,1,0,6158.129
80,132.8,115.7,17025,0.0,0.0,104.8,0.0,123.8,0.0,0.0,130.3,138.1,58.2471,220.5,40.6,116.1,0.0,136.1,122.0,100.2,140.1,0.0,122.6,113.3,0.0,0.0,1991,8,1,3,6158.129
81,132.5,115.7,17010,0.0,0.0,104.6,0.0,123.9,0.0,0.0,130.5,138.1,58.8866,219.0,40.6,115.9,0.0,135.4,121.9,100.3,141.5,0.0,120.3,113.3,0.0,0.0,1991,9,1,6,6158.129
82,132.3,116.4,16999,0.0,0.0,104.5,0.0,124.2,0.0,0.0,130.7,138.1,58.8168,221.5,40.6,116.5,0.0,137.4,122.2,100.6,141.0,0.0,131.0,113.7,0.0,0.0,1991,10,1,1,6158.129
83,131.8,116.5,16961,0.0,0.0,104.4,0.0,124.2,0.0,0.0,131.1,138.1,58.7078,221.6,40.7,116.2,0.0,138.7,121.9,100.7,141.0,0.0,130.3,113.7,0.0,0.0,1991,11,1,4,6158.129
84,133.5,116.0,16916,0.0,0.0,104.5,0.0,124.3,0.0,0.0,131.0,137.8,58.5804,221.6,40.7,116.0,0.0,139.1,121.8,100.9,141.0,0.0,129.5,113.7,0.0,0.0,1991,12,1,6,6158.129
85,132.0,115.9,16839,0.0,0.0,104.3,0.0,124.2,0.0,0.0,131.1,138.2,58.2734,224.3,40.6,116.0,0.0,139.1,122.1,101.7,141.4,0.0,129.2,113.8,0.0,0.0,1992,1,1,2,6520.327
86,132.0,116.3,16829,0.0,114535.0,104.8,33857.0,124.5,0.0,223500.0,131.4,136.8,58.8296,226.7,40.7,116.3,0.0,139.4,122.2,101.8,141.4,19538.0,129.0,114.1,86445.0,0.0,1992,2,1,5,6520.327
87,130.2,116.4,16805,0.0,120025.0,105.4,35258.0,124.6,0.0,233732.0,132.1,136.8,59.4442,227.7,40.7,116.5,0.0,139.4,122.4,102.2,141.5,19720.0,129.3,114.4,90386.0,0.0,1992,3,1,6,6520.327
88,130.1,116.9,16831,0.0,124470.0,105.4,35992.0,125.1,0.0,238173.0,132.4,137.0,59.7834,230.2,40.8,116.5,0.0,139.6,123.9,102.5,141.5,19017.0,129.2,114.7,90535.0,0.0,1992,4,1,2,6520.327
89,131.3,117.6,16835,0.0,125822.0,104.8,36811.0,125.5,0.0,241916.0,132.5,137.1,60.1338,230.8,40.9,117.3,0.0,139.6,124.1,102.7,141.5,20433.0,128.9,114.9,92615.0,0.0,1992,5,1,4,6520.327
90,129.9,117.9,16826,0.0,122834.0,104.7,36666.0,126.0,0.0,240660.0,132.5,137.1,60.3312,231.1,40.8,117.5,0.0,139.6,124.2,102.9,141.5,19551.0,128.3,114.9,93632.0,0.0,1992,6,1,0,6520.327
91,132.8,117.8,16819,0.0,122590.0,104.5,36629.0,126.5,0.0,238609.0,132.8,136.6,60.8948,232.1,40.8,117.2,0.0,139.6,124.2,103.0,141.5,19700.0,128.4,115.0,93275.0,0.0,1992,7,1,2,6520.327
92,132.5,117.6,16783,0.0,120411.0,104.3,36131.0,126.5,0.0,235633.0,132.9,136.3,60.6092,233.7,40.8,117.1,0.0,139.6,124.1,103.4,142.3,19482.0,127.5,115.2,90941.0,0.0,1992,8,1,5,6520.327
93,133.2,117.6,16761,0.0,120711.0,104.2,37629.0,126.6,0.0,239052.0,132.6,136.7,60.7115,233.0,40.7,117.2,0.0,139.6,123.8,103.4,142.3,20030.0,123.5,115.4,93406.0,0.0,1992,9,1,1,6520.327
94,133.2,118.3,16751,0.0,127392.0,104.3,36668.0,126.8,0.0,242803.0,132.6,136.7,61.0911,234.6,40.8,117.0,0.0,139.7,123.8,103.6,142.3,19187.0,132.1,115.5,91483.0,0.0,1992,10,1,3,6520.327
95,132.4,118.2,16758,0.0,122374.0,104.1,37573.0,126.9,0.0,240286.0,132.5,137.3,61.3501,234.2,40.9,116.8,0.0,139.7,123.8,103.8,142.4,21027.0,132.1,115.7,93794.0,0.0,1992,11,1,6,6520.327
96,132.6,117.9,16769,0.0,126080.0,104.5,38374.0,126.6,0.0,244173.0,132.6,137.5,61.3004,235.6,40.9,117.2,0.0,139.7,124.4,103.8,142.5,21666.0,131.8,115.7,93373.0,0.0,1992,12,1,1,6520.327
97,132.8,118.4,16791,0.0,121637.0,104.6,37041.0,127.3,0.0,239924.0,132.8,139.0,61.8712,236.4,41.1,117.5,0.0,139.5,125.2,104.9,143.7,20541.0,132.1,116.1,95293.0,0.0,1993,1,1,4,6858.559
98,132.9,118.9,16805,0.0,128854.0,105.2,36962.0,127.5,0.0,247176.0,132.9,139.0,62.0286,238.3,41.1,117.6,0.0,139.5,126.0,104.9,143.6,20113.0,132.9,116.2,94405.0,0.0,1993,2,1,0,6858.559
99,132.5,119.3,16795,0.0,126762.0,105.3,36895.0,127.2,0.0,245506.0,132.9,139.7,61.9013,238.2,40.8,117.8,0.0,139.4,126.1,105.1,143.7,20413.0,133.0,116.4,95172.0,0.0,1993,3,1,0,6858.559
100,132.2,119.7,16772,0.0,127395.0,105.7,37729.0,127.7,0.0,244703.0,133.5,137.7,62.2209,240.2,41.3,118.6,0.0,138.4,126.1,105.3,143.7,20516.0,132.9,116.5,93573.0,0.0,1993,4,1,3,6858.559
101,131.5,119.8,16766,0.0,126529.0,105.5,37869.0,127.2,0.0,245194.0,133.7,137.5,62.1457,240.1,41.1,119.0,0.0,138.4,126.0,105.0,143.7,20495.0,132.6,116.6,94469.0,0.0,1993,5,1,5,6858.559
102,132.0,119.5,16742,0.0,130212.0,105.5,38381.0,127.2,0.0,249521.0,133.8,137.4,62.0525,241.0,41.0,118.9,0.0,137.3,125.6,105.6,143.7,19770.0,132.8,117.0,95110.0,0.0,1993,6,1,1,6858.559
103,132.2,119.3,16739,0.0,128111.0,105.2,38915.0,127.2,0.0,245765.0,133.7,137.4,62.2034,241.8,41.1,119.1,0.0,136.6,125.8,106.0,143.7,20734.0,132.9,117.3,93385.0,0.0,1993,7,1,3,6858.559
